,OV Circuit Value,Value Feature,Output Feature
893,0.1396,4783: import statements and associated classes in Java code,14188: references to names and personal identifiers
894,-0.1395,1428: HTML link attributes and metadata,5256:  HTML element identifiers and their attributes
895,0.1395,4789:  terms related to leaks and bodily fluids,14651: elements related to chemical compounds and their structural components
896,0.1394,11452: numerical data and statistics,14188: references to names and personal identifiers
897,-0.1394,3282:  indicators of code execution or completion,13158: mathematical equations and physical variables related to scientific concepts
898,0.1393,6257: terms related to names and classifications in various contexts,912:  references to structural models and their connections in a technical context
899,0.1393,3967: actions related to reporting or presenting information,912:  references to structural models and their connections in a technical context
900,0.1393,6311: terms related to email communication,879: conditional phrases and references to evidence or support
901,-0.1392,14905: phrases related to expectations and anticipations,13698:  mathematical or logical expressions and structures in the text
902,-0.1392,13759: terms related to health and medical issues,13158: mathematical equations and physical variables related to scientific concepts
903,-0.1392,16369: ,3602: references to binding actions or concepts in programming contexts
904,-0.1392,7439:  sequences of numerical values and specific formatting symbols,9306:  phrases and terms related to legal and procedural contexts
905,-0.1392,"2633: gender-related terms, particularly in legal and health contexts",13158: mathematical equations and physical variables related to scientific concepts
906,-0.1392,3420: special characters and symbols used in programming or mathematical contexts,14188: references to names and personal identifiers
907,-0.1392,16093: words related to physical interactions and conflicts,2232: mathematical notation and concepts related to transformations and variables
908,-0.1392,3749:  information related to life status and survival outcomes,8160: terms related to scientific research and medical conditions
909,0.139,15313: mathematical or statistical values and expressions related to health metrics,6409:  references to subscription management and event handling in a programming context
910,0.139,1160:  references to software versions and related terminology,4743: formal titles and legal terminology related to court cases
911,0.139,7273:  pointer and dereference operator usage in code,"7399: terms related to energy, electrons, and electrical components in technology and science"
912,0.1389,6646: words and phrases related to loans and financial schemes,1391:  prepositions and their relationships in sentences
913,-0.1389,8547: expressions related to support and opportunities for emerging artists,11482: numerical representations or indicators related to data or formatting elements
914,-0.1389,12449:  elements and attributes related to initialization in programming contexts,12557: elements related to character relationships and dynamics within a narrative
915,0.1389,12449:  elements and attributes related to initialization in programming contexts,5042:  function calls and operations related to managing collections or data structures
916,-0.1389,12166:  technical terms and variables related to programming or software development,9249:  mathematical expressions or notations
917,-0.1389,15028:  equality and inequality comparisons,879: conditional phrases and references to evidence or support
918,-0.1389,9059: technical terms and elements related to film production and scientific processes,9249:  mathematical expressions or notations
919,0.1389,9059: technical terms and elements related to film production and scientific processes,490: phrases related to self-awareness and personal identity
920,-0.1388,10645: elements of dialogue and interactions in a narrative context,912:  references to structural models and their connections in a technical context
921,0.1388,15507: names of bird species and related biological terms,12557: elements related to character relationships and dynamics within a narrative
922,0.1388,3036: queries related to SQL and data manipulation,1466: specific numeric values or symbols related to data organization in programming contexts
923,0.1388,14218: instances of casual conversation or dialogue,5670: phrases related to implications and consequences in scientific contexts
924,0.1388,12166:  technical terms and variables related to programming or software development,490: phrases related to self-awareness and personal identity
925,-0.1387,15507: names of bird species and related biological terms,5042:  function calls and operations related to managing collections or data structures
926,-0.1387,4198: formal statements and comments made by officials or representatives,5042:  function calls and operations related to managing collections or data structures
927,0.1387,3490:  event handler declarations and related button click functionalities in code,3672: references to variables and factors influencing specific medical conditions or research findings
928,-0.1387,12974:  data types and variable declarations in programming language syntax,14188: references to names and personal identifiers
929,-0.1387,6727:  instances of slashes and backslashes used as separators or indicators,8623: content related to scientific publications and technical specifications
930,0.1387,12828: technical terms and specifications related to programming and data structures,11482: numerical representations or indicators related to data or formatting elements
931,-0.1385,"10247: references to institutions, funding, and authorship in academic or research contexts",14651: elements related to chemical compounds and their structural components
932,-0.1385,12947: numerical data or structured information represented by sequences of digits,13158: mathematical equations and physical variables related to scientific concepts
933,-0.1384,"9107: the verb ""is"" in various contexts",14188: references to names and personal identifiers
934,0.1384,12974:  data types and variable declarations in programming language syntax,9306:  phrases and terms related to legal and procedural contexts
935,0.1384,"4591:  expressions related to personal experiences, actions, and abilities",12557: elements related to character relationships and dynamics within a narrative
936,0.1384,13342:  terms related to size or magnitude,8160: terms related to scientific research and medical conditions
937,-0.1384,8084: references to the color black and its associations,1467:  words and phrases related to social equity and representation issues
938,0.1384,6367: concepts related to renormalization and gauge invariance in theoretical physics,12699:  phrases indicating sets or collections of items
939,0.1384,3282:  indicators of code execution or completion,1391:  prepositions and their relationships in sentences
940,0.1383,16093: words related to physical interactions and conflicts,13452: descriptions of scientific experimental setups and materials used in research
941,0.1383,13759: terms related to health and medical issues,1391:  prepositions and their relationships in sentences
942,-0.1383,8398: specialized mechanical and automation processes,5764: different types of hats and roofs
943,-0.1383,13607: phrases indicative of themes of responsibility and social dynamics,5764: different types of hats and roofs
944,0.1382,15801: references to authors or researchers in academic citations,1745: mentions of family relationships and heirships in obituaries
945,-0.1382,6311: terms related to email communication,912:  references to structural models and their connections in a technical context
946,-0.1382,6646: words and phrases related to loans and financial schemes,13158: mathematical equations and physical variables related to scientific concepts
947,0.1382,977: numerical values and symbols related to measurement or data representation,14188: references to names and personal identifiers
948,0.1382,1711: instances of various elements or entities in a list or catalog format,"15333: the word ""at"" and its various forms or contexts"
949,0.1381,13210: elements and terms related to search functionality in a database or web application,9249:  mathematical expressions or notations
950,0.1381,8263: technical terms and concepts related to Windows systems and management,8048:  occurrences of selectors and method calls within Objective-C or Swift code
951,0.1381,4082: phrases that indicate the assessment or analysis of conditions over time,13698:  mathematical or logical expressions and structures in the text
952,-0.138,2880: phrases indicating disbelief or skepticism,8048:  occurrences of selectors and method calls within Objective-C or Swift code
953,0.138,14048:  statements that indicate reliance on foundational or preceding evidence,13698:  mathematical or logical expressions and structures in the text
954,-0.138,3576: legal terminology and concepts related to court proceedings,2232: mathematical notation and concepts related to transformations and variables
955,0.138,1010: references to legal and procedural terms associated with filings and judgments,14188: references to names and personal identifiers
956,0.1378,4034: information related to environmental regulations and restrictions on production,11482: numerical representations or indicators related to data or formatting elements
957,0.1378,680: references to legal cases and associated jurisdictions in formal legal text,879: conditional phrases and references to evidence or support
958,0.1378,4228: technical terms and concepts related to scientific studies and research findings,9249:  mathematical expressions or notations
959,0.1377,8344:  verbs related to actions and conditions,14388:  references to specific individuals and their relationships
960,0.1377,14905: phrases related to expectations and anticipations,1467:  words and phrases related to social equity and representation issues
961,-0.1377,1160:  references to software versions and related terminology,8160: terms related to scientific research and medical conditions
962,-0.1376,11693: elements related to image selection and manipulation in programming contexts,13698:  mathematical or logical expressions and structures in the text
963,-0.1376,16213: terms related to editorial independence in scientific reporting,13698:  mathematical or logical expressions and structures in the text
964,0.1375,609: syntax elements related to function or method invocations in code,5764: different types of hats and roofs
965,0.1375,12424: references to blood and its various conditions or contexts,879: conditional phrases and references to evidence or support
966,-0.1373,13210: elements and terms related to search functionality in a database or web application,490: phrases related to self-awareness and personal identity
967,-0.1373,8692: terms related to the implementation process in various contexts,3265: significant events and personal milestones
968,-0.1373,5888: elements related to database models and data structures,8623: content related to scientific publications and technical specifications
969,0.1373,7439:  sequences of numerical values and specific formatting symbols,14188: references to names and personal identifiers
970,-0.1373,680: references to legal cases and associated jurisdictions in formal legal text,912:  references to structural models and their connections in a technical context
971,0.1373,1371: distinct pieces of punctuation and sentence endings,5764: different types of hats and roofs
972,0.1372,12947: numerical data or structured information represented by sequences of digits,1391:  prepositions and their relationships in sentences
973,-0.1372,3866: words and phrases related to customization and personal tailoring,5042:  function calls and operations related to managing collections or data structures
974,0.1372,11438:  phrases that indicate authorship or attribution related to actions or events,490: phrases related to self-awareness and personal identity
975,0.1372,1978:  punctuation marks and pauses in text,13698:  mathematical or logical expressions and structures in the text
976,0.1372,609: syntax elements related to function or method invocations in code,14188: references to names and personal identifiers
977,-0.1371,5138: references to ordinal numbers and sequences,9306:  phrases and terms related to legal and procedural contexts
978,-0.1371,14218: instances of casual conversation or dialogue,8048:  occurrences of selectors and method calls within Objective-C or Swift code
979,0.137,8658: structured data and technical specifics related to categories and attributes,9249:  mathematical expressions or notations
980,0.1368,10159: terms related to technology updates and maintenance,8623: content related to scientific publications and technical specifications
981,-0.1368,12819:  phrases indicating a relationship or connection,13698:  mathematical or logical expressions and structures in the text
982,0.1368,"9048: references to the concept of ""business.""",8623: content related to scientific publications and technical specifications
983,-0.1367,6646: words and phrases related to loans and financial schemes,5042:  function calls and operations related to managing collections or data structures
984,0.1367,8660:  scientific notation and mathematical expressions related to physical concepts,912:  references to structural models and their connections in a technical context
985,0.1367,"2760: mentions of ""information"" and related terms",8623: content related to scientific publications and technical specifications
986,0.1367,9893: coordinates or mathematical terms related to sequences and functions,8623: content related to scientific publications and technical specifications
987,-0.1367,3156: references to alternative options or entities,"14706:  the word ""In"" and its variations, indicating a focus on references to time or context"
988,-0.1367,2880: phrases indicating disbelief or skepticism,5764: different types of hats and roofs
989,-0.1367,3478: complex mathematical or financial concepts and terminology,5764: different types of hats and roofs
990,-0.1366,8263: technical terms and concepts related to Windows systems and management,5670: phrases related to implications and consequences in scientific contexts
991,0.1366,3866: words and phrases related to customization and personal tailoring,12557: elements related to character relationships and dynamics within a narrative
992,0.1366,"11322: instances of the PHP superglobal variables, particularly related to POST and SESSION data",11482: numerical representations or indicators related to data or formatting elements
993,0.1365,"2633: gender-related terms, particularly in legal and health contexts",1391:  prepositions and their relationships in sentences
994,0.1365,"501: names of individuals, particularly focusing on ""David Reese"" and other recurring names in various contexts",3672: references to variables and factors influencing specific medical conditions or research findings
995,-0.1364,3606:  legal terminology and procedural language related to court cases,3388: terms related to environmental impact assessments and their implications
996,0.1364,1292: references to dates and chronological information,12557: elements related to character relationships and dynamics within a narrative
997,-0.1362,9577: code syntax and constructs related to handling errors and memory management,8621:  references to planning and organization
998,0.1362,11693: elements related to image selection and manipulation in programming contexts,1467:  words and phrases related to social equity and representation issues
999,0.1362,15028:  equality and inequality comparisons,912:  references to structural models and their connections in a technical context
