,OV Circuit Value,Value Feature,Output Feature
868,0.1586,15026: mentions of environmental facilities and their management,"1765:  document structure indicators, such as headings or section breaks"
869,-0.1586,10516:  code-related structures and syntax elements,11815: phrases related to plans and their speculative nature
870,0.1586,11848:  patterns associated with programming structures and components,10954: concepts related to family dynamics and social structures
871,0.1584,12967:  locations and institutions associated with news events,235: discussions around women's employment and their health-related concerns in the workplace context
872,0.1583,242:  conjunctions and related terms that indicate addition or connection,404: medical terminology related to patient conditions and healthcare outcomes
873,-0.1582,15026: mentions of environmental facilities and their management,8220: various punctuation marks and symbols
874,-0.1582,3040: important advisories or recommendations,8799: references to discussions and panels focused on multiculturalism and the efficacy of marketing strategies
875,-0.1582,6948:  file paths or import statements within code,"6811: terms related to obligations and requirements, particularly in formal or organized contexts"
876,0.158,2249:  nouns related to mechanical components and their characteristics,3195: medical terminology related to neurobiological concepts and conditions
877,-0.1578,5261:  numerical values and measurements,"15100: occurrences of the term ""any"" and its variations"
878,-0.1578,"9504:  instances of the word ""then"" indicating a sequence of events or conclusions",419: syntax related to mathematical calculations or programming language elements
879,0.1577,6383: concepts related to scientific and analytical frameworks,"8168: emotional expressions and strong reactions, particularly related to conflict and self-expression"
880,-0.1577,2573: references to mocking frameworks and methodologies in testing contexts,"8198: specific numeric sequences or indices, likely indicating dates or organized listings"
881,0.1577,11828: keywords and variables related to programming and code structures,6800: specific dates and times
882,0.1576,12427: terms related to specific genetic conditions or abnormalities,15209: technical terms and attributes related to system configuration and networking
883,0.1576,"7756: references to competitions, awards, and sporting events",9832: keywords related to customer inquiries and product availability
884,0.1575,14729: expressions of positive emotions and announcements related to achievements or collaboration,77:  function call endings and formatting in code segments
885,0.1572,13509: scientific terminology related to medical and biochemical concepts,15209: technical terms and attributes related to system configuration and networking
886,0.1572,14504:  references to restaurants and dining establishments,2556: specific programming structures and data types in code
887,0.157,12890: phrases indicating quantities or relationships in data,"14514:  structured data, specifically programming syntax or code fragments"
888,0.157,557: references to chemical or biological modifications and their implications,11815: phrases related to plans and their speculative nature
889,-0.1569,274:  phrases indicating conditional outcomes or consequences,419: syntax related to mathematical calculations or programming language elements
890,-0.1569,8572: terms related to conflicts of interest,"12168: meta-analytical reflections on progress, purpose, and societal issues"
891,0.1567,12962: legal terminology and references to court cases,13478: special characters and formatting elements in the text
892,0.1567,5763: financial terms related to legal judgments and consumer transactions,9832: keywords related to customer inquiries and product availability
893,0.1565,2119: elements related to systematic processes or methodologies in various contexts,"13425: sentences or phrases that start with ""We."""
894,-0.1565,7174: special character sequences and codes,"4341: technical terms, variables, and references in programming and documentation contexts"
895,-0.1565,9013:  phrases that express comparisons or similarities,8094: references to locations and affiliations
896,0.1564,"4356:  programming syntax elements, particularly related to definitions and assignments in code",12340: instances of copyright-related terms and reserved rights
897,0.1562,14348: escape characters and line breaks in code-related contexts,7542:  phrases that describe technical processes and methods in research contexts
898,0.1562,2355: statements related to women's rights and societal expectations regarding gender roles,15821: function declarations and their parameters in programming code
899,-0.1561,14805:  geographic locations and associated entities,12340: instances of copyright-related terms and reserved rights
900,0.1561,2214:  opening curly braces,6844: scientific references and technical terms related to chemical or molecular phenomena
901,-0.156,"4356:  programming syntax elements, particularly related to definitions and assignments in code",9832: keywords related to customer inquiries and product availability
902,-0.156,3509: references to notable legal cases and related terms,630: elements related to risks and safety in various contexts
903,-0.1559,2132: technical programming concepts and related terms,5453: data related to surveys and statistical reporting on specific demographics
904,-0.1559,"7051: terms and concepts associated with programming, particularly relating to compilation and related processes",8890:  headers and content type specifications in HTTP requests or responses
905,-0.1559,242:  conjunctions and related terms that indicate addition or connection,8754: elements related to logical statements and mathematical proofs
906,0.1559,242:  conjunctions and related terms that indicate addition or connection,3871:  keywords related to method declarations and return types in code
907,0.1559,2404: language related to legal or financial obligations,7696:  numerical values and references to legal processes and standards
908,0.1559,6784:  references to significant entities or legal concepts in a context of dispute or evaluation,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
909,-0.1558,16108: terms related to various sports and their associated players,"12168: meta-analytical reflections on progress, purpose, and societal issues"
910,0.1558,6233: patterns related to numerical data and formatting,639:  mentions of geographic locations and place names
911,-0.1558,10583: references to the concept of consent and the rights of the governed within political contexts,12098:  system calls and related attributes in structured data or code
912,-0.1556,"4974: concepts related to sin, judgment, and the afterlife in a religious context",8364: references to data structures and properties in programming contexts
913,0.1556,2801: conjunctions and punctuation in lengthy complex sentences,8890:  headers and content type specifications in HTTP requests or responses
914,-0.1556,14269:  references to government budgets and financial decisions,"1537:  instances of connecting words, particularly conjunctions"
915,-0.1556,13842: terms related to depression and mental health diagnosis,1019:  mathematical constructs and terms related to algebraic structures
916,0.1555,3054: specific legal terms and concepts related to policy and regulations,8808: phrases related to creative or fantastical elements in storytelling
917,0.1553,6908: special characters and HTML entities,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
918,-0.1552,"1970: instances of the word ""different"" and its variations, focusing on changes and distinctions",8613: questions or inquiries about functionality or issues related to software or systems
919,-0.1552,8474: language indicative of methodologies and assessments in a scientific or technical context,570: code structures and function calls related to object manipulation and control flow
920,0.155,9543:  keywords related to configuration and competitive events,5269:  signal names related to systems and requests in programming contexts
921,0.155,"3372: instances of organizational formation, structure, and restructuring in relation to law enforcement bodies",3099: sequences of punctuation marks and special characters in the text
922,0.155,10623:  connections between conditional phrases and possible outcomes,12532: words and phrases related to media and entertainment contexts
923,-0.1548,4815: terms related to biological processes and interactions at the cellular level,12340: instances of copyright-related terms and reserved rights
924,0.1548,8407:  elements related to economic analysis and trading behavior,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
925,0.1548,15026: mentions of environmental facilities and their management,2536:  of LaTeX commands related to figures and graphical elements
926,0.1547,10782: negative descriptors related to non-native species or non-specific conditions,404: medical terminology related to patient conditions and healthcare outcomes
927,0.1547,16012: phrases indicating additional details or supplementary information,404: medical terminology related to patient conditions and healthcare outcomes
928,0.1547,10978:  technical specifications related to data structure and programming concepts,296:  quotations or dialogue within the text
929,0.1547,2545: references to anniversaries and celebrations,12625: keywords related to exceptions and error handling in programming
930,-0.1545,242:  conjunctions and related terms that indicate addition or connection,6647: references to buttons in various programming or interface contexts
931,0.1545,12550:  mathematical symbols and notations related to equations and variables,"11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
932,0.1545,12962: legal terminology and references to court cases,"8168: emotional expressions and strong reactions, particularly related to conflict and self-expression"
933,-0.1544,12962: legal terminology and references to court cases,6800: specific dates and times
934,-0.1543,14955: information related to ticket pricing and event details,14187: specific medical terms and conditions related to health
935,0.1543,"9497: mentions of institutions, titles, and individuals associated with academic or research contexts","10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
936,0.1543,796: phrases related to medical procedures and their effectiveness,761: references to state-related programming constructs and HTML document manipulation commands
937,0.1542,11784:  technical terms and names in an academic or programming context,2556: specific programming structures and data types in code
938,-0.154,14289: specific numerical and scientific data points related to comparisons and effects,10151: quantitative assessments and comparisons in research or analytical texts
939,0.154,6172: references to reading and textual consumption,12414: phrases indicating transition or change
940,0.154,13702: elements related to programming constructs and data structures,14981:  code-related syntax and structures
941,0.154,14002: code related to HTML elements and AJAX data attributes,1500: terms related to quality in various contexts
942,-0.1539,4123:  phrases related to judicial or legal processes and their outcomes,12532: words and phrases related to media and entertainment contexts
943,-0.1539,2415: terms related to relative comparisons or differences,1500: terms related to quality in various contexts
944,0.1538,5053: elements related to regulatory approvals and disease treatment information,322:  Java import statements related to various packages
945,-0.1538,13762: technical programming and markup language syntax,3871:  keywords related to method declarations and return types in code
946,-0.1538,6948:  file paths or import statements within code,5713:  the beginning of new sections or topics in text
947,0.1537,6068:  numerical changes or differences in values related to measurements,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
948,0.1537,11870: terms related to the COVID-19 pandemic and its impact on poverty,12340: instances of copyright-related terms and reserved rights
949,0.1537,1229:  components related to programming attributes and assemblies,16032: HTML and code syntax elements used in programming contexts
950,0.1536,11204:  references to numerical values and measurements,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
951,-0.1534,6034: text that contains structured summaries or descriptions related to scientific or technical information,10784: specific technical terminology related to monitoring systems and their components
952,-0.1534,15585: information regarding the Police Clearance Certificate (PCC) application process,1283: significant phrases or quotes related to sports events and commentary
953,0.1533,918: reported speech and quotations,1629: the beginning of a document or text format indicators
954,0.1533,"9504:  instances of the word ""then"" indicating a sequence of events or conclusions","8455:  data related to dates, times, or numerical values"
955,0.1533,13129: HTML header tags and references to lists or arrays,"11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
956,0.1533,6467: terms related to medical descriptions and conditions,10954: concepts related to family dynamics and social structures
957,0.1532,"4309: references to social media, particularly Facebook and Patreon links",3278:  occurrences of Java syntax and SQL commands
958,-0.1532,14504:  references to restaurants and dining establishments,9832: keywords related to customer inquiries and product availability
959,0.1531,14729: expressions of positive emotions and announcements related to achievements or collaboration,7449: historical terms related to territories and governance
960,-0.1531,"4974: concepts related to sin, judgment, and the afterlife in a religious context",1348:  social media interaction indicators
961,-0.1531,13634:  mathematical expressions and technical details,"4086: references to specific entities or categories, particularly in relation to agreements or contracts"
962,-0.1531,16012: phrases indicating additional details or supplementary information,12154: timestamps and time-related phrases
963,0.153,4685: expressions of criticism or disagreement,9832: keywords related to customer inquiries and product availability
964,-0.153,11584: terms and concepts related to rural housing and support programs,10764: specific terms related to statistical comparisons and measurements
965,0.153,9593: specific commands and coding elements related to software and programming contexts,14466: scientific terminologies related to neural mechanisms and structures
966,0.1527,2573: references to mocking frameworks and methodologies in testing contexts,6896:  references to traditional Chinese medicine and its related studies
967,-0.1527,2355: statements related to women's rights and societal expectations regarding gender roles,"1537:  instances of connecting words, particularly conjunctions"
968,-0.1527,12427: terms related to specific genetic conditions or abnormalities,12414: phrases indicating transition or change
969,0.1525,16006:  phrases related to descriptions of cities that emphasize their vibrancy and activity,13875: references to expert opinions or knowledge related to inquiry and problem-solving
970,-0.1525,6172: references to reading and textual consumption,"11712:  the start of a document or a new section, as indicated by special tokens"
971,0.1525,10932: references to warnings or alerts regarding potential dangers and the need for additional action or security measures,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
972,-0.1525,11828: keywords and variables related to programming and code structures,1817: numeric values and their associated parameters in structured data formats
973,-0.1523,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations","12168: meta-analytical reflections on progress, purpose, and societal issues"
974,-0.1522,"7459: clauses or references related to scoring, data calibration, and election processes",14656: place names and locations
975,-0.1522,"7756: references to competitions, awards, and sporting events",12340: instances of copyright-related terms and reserved rights
976,0.1521,"16105: terms related to structured processes or commitments, especially those involving rules and categories","14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
977,0.1521,908: dialogue and responses to questions,14161: legal terms and references related to therapy and medical conditions
978,0.152,10775: mathematical operations and their derivatives,9960: terms related to pushing or propelling ideas or actions forward
979,0.1519,15584: terms related to academic or professional processes and documentation,4525: formal statements or quotes from authoritative individuals
980,-0.1517,11828: keywords and variables related to programming and code structures,5699: mathematical symbols and expressions related to equations and operators
981,-0.1515,"8492:  code-related syntax and structure elements, particularly in configuration or build files",1940: symbols and formatting characters typically used in mathematical or scientific notation
982,0.1515,14805:  geographic locations and associated entities,9832: keywords related to customer inquiries and product availability
983,0.1515,3040: important advisories or recommendations,10569: dates and references to versioning information
984,0.1515,918: reported speech and quotations,1746: technical terminology related to programming or computational concepts
985,0.1514,3040: important advisories or recommendations,5713:  the beginning of new sections or topics in text
986,0.1514,6784:  references to significant entities or legal concepts in a context of dispute or evaluation,"11712:  the start of a document or a new section, as indicated by special tokens"
987,0.1512,3509: references to notable legal cases and related terms,14466: scientific terminologies related to neural mechanisms and structures
988,-0.1512,2404: language related to legal or financial obligations,"1765:  document structure indicators, such as headings or section breaks"
989,0.1512,11334:  terms related to asynchronous programming,5713:  the beginning of new sections or topics in text
990,0.151,"4309: references to social media, particularly Facebook and Patreon links",6710: terms associated with efficiency and optimization in processes
991,-0.151,3054: specific legal terms and concepts related to policy and regulations,256: specific programming syntax and elements related to data structures or types
992,-0.1509,14002: code related to HTML elements and AJAX data attributes,"9048: terms related to currency, particularly the US dollar and its valuation dynamics"
993,-0.1509,6055: politically charged language surrounding government actions and controversies,4146:  references to project management and requirements
994,-0.1506,14667: references to specific medical or biological terms and their implications,419: syntax related to mathematical calculations or programming language elements
995,-0.1506,13020: punctuation marks in the context of the document,10784: specific technical terminology related to monitoring systems and their components
996,0.1505,13292:  metrics related to music album success and chart performance,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
997,-0.1505,3852: phrases related to social issues and critical thinking,13875: references to expert opinions or knowledge related to inquiry and problem-solving
998,0.1504,8742: terms related to specific biochemical or genetic concepts,2763: technical terms related to finance and secure payment processes
999,0.1504,2355: statements related to women's rights and societal expectations regarding gender roles,"14514:  structured data, specifically programming syntax or code fragments"
