,QKOV,Key,Query,Value
763,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", structured data presentation and numerical information,attributes related to durability and resistance of materials
764,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",terms related to product quality and effectiveness,attributes related to durability and resistance of materials
765,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", specific numerical data or results,attributes related to durability and resistance of materials
766,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",complex structured elements in data,attributes related to durability and resistance of materials
767,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",various sounds and noises described in the text,attributes related to durability and resistance of materials
768,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",references to educational or professional affiliations and roles,attributes related to durability and resistance of materials
769,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles"," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective",attributes related to durability and resistance of materials
770,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",technical terms and components related to mechanical or electrical fittings and assemblies,attributes related to durability and resistance of materials
771,0.11633,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",actions and processes related to experimentation and change,attributes related to durability and resistance of materials
772,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",complex structured elements in data,references to coping mechanisms and resourcefulness in challenging situations
773,-0.1163,distinct pieces of punctuation and sentence endings,references to items or objects in a structured format, prepositions and their relationships in sentences
774,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",terms related to product quality and effectiveness,references to coping mechanisms and resourcefulness in challenging situations
775,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles"," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective",references to coping mechanisms and resourcefulness in challenging situations
776,-0.1163,distinct pieces of punctuation and sentence endings,elements related to data structures and their operations, prepositions and their relationships in sentences
777,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",various sounds and noises described in the text,references to coping mechanisms and resourcefulness in challenging situations
778,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", specific numerical data or results,references to coping mechanisms and resourcefulness in challenging situations
779,-0.1163,distinct pieces of punctuation and sentence endings, references to specific time markers or temporal events, prepositions and their relationships in sentences
780,-0.1163,distinct pieces of punctuation and sentence endings,terms related to architecture and architectural design, prepositions and their relationships in sentences
781,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", proper nouns and formal identifiers in a legal or academic context,references to coping mechanisms and resourcefulness in challenging situations
782,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",references to educational or professional affiliations and roles,references to coping mechanisms and resourcefulness in challenging situations
783,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", structured data presentation and numerical information,references to coping mechanisms and resourcefulness in challenging situations
784,-0.1163,distinct pieces of punctuation and sentence endings,"references to specific companies, products, and notable figures in the audio and entertainment industry", prepositions and their relationships in sentences
785,-0.1163,distinct pieces of punctuation and sentence endings,terms related to modifications and adjustments in settings or parameters, prepositions and their relationships in sentences
786,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",phrases related to safety features and usability in products,references to coping mechanisms and resourcefulness in challenging situations
787,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles", phrases related to authority and compliance,references to coping mechanisms and resourcefulness in challenging situations
788,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",technical terms and components related to mechanical or electrical fittings and assemblies,references to coping mechanisms and resourcefulness in challenging situations
789,-0.1163,"references to key roles and positions within organizations, particularly in relation to leadership and formal titles",actions and processes related to experimentation and change,references to coping mechanisms and resourcefulness in challenging situations
790,0.11597,distinct pieces of punctuation and sentence endings,elements related to data structures and their operations,mathematical equations and physical variables related to scientific concepts
791,0.11597,distinct pieces of punctuation and sentence endings, references to specific time markers or temporal events,mathematical equations and physical variables related to scientific concepts
792,0.11597,distinct pieces of punctuation and sentence endings,"references to specific companies, products, and notable figures in the audio and entertainment industry",mathematical equations and physical variables related to scientific concepts
793,0.11597,distinct pieces of punctuation and sentence endings,terms related to architecture and architectural design,mathematical equations and physical variables related to scientific concepts
794,0.11597,distinct pieces of punctuation and sentence endings,references to items or objects in a structured format,mathematical equations and physical variables related to scientific concepts
795,0.11597,distinct pieces of punctuation and sentence endings,terms related to modifications and adjustments in settings or parameters,mathematical equations and physical variables related to scientific concepts
796,0.11584, references to military events and significant historical actions, frequencies of occurrences or items in lists and counts,"references to technology and computing concepts, particularly related to systems and programming"
797,0.11584, references to military events and significant historical actions,"proper nouns, particularly names of individuals","references to technology and computing concepts, particularly related to systems and programming"
798,0.11584, references to military events and significant historical actions,technical terms and scientific concepts related to biotechnology and coding,"references to technology and computing concepts, particularly related to systems and programming"
799,0.1156,mathematical notations and symbols, phrases related to authority and compliance,formal announcements related to news or updates
800,0.1156,mathematical notations and symbols,references to educational or professional affiliations and roles,formal announcements related to news or updates
801,0.11554,"substrings and patterns in sequences, particularly those that resemble specific motifs or repeated sequences",references to items or objects in a structured format, prepositions and their relationships in sentences
802,0.1151,terms related to food substitutes and health conditions,references to statistical methods and models in academic publications, keywords related to medical assessments or conditions
803,0.1151,terms related to food substitutes and health conditions, HTML or XML syntax elements, keywords related to medical assessments or conditions
804,0.1149, punctuation and symbols often used in mathematical or programming contexts,expressions of unfortunate circumstances or negative outcomes,administrative information and contact details related to services
805,-0.11475, programming constructs related to data types and structures,references to design elements that maximize space efficiency,specific terms related to technology and digital communication
806,-0.11475, programming constructs related to data types and structures, programming constructs related to data types and structures,specific terms related to technology and digital communication
807,-0.1147,code related to database operations and records management, specific numerical data or results,specific numeric values or symbols related to data organization in programming contexts
808,0.1147,terms related to length and measurements,terms related to financial transactions and deposits,content related to scientific publications and technical specifications
809,-0.1144,phrases involving details of legal cases and actions taken within them, numerical patterns or symbols related to lists or sequences, references to authors and affiliations in academic or research contexts
810,0.1138,code snippets that involve defining functions and conditionals in programming logic,references to items or objects in a structured format,references to variables and factors influencing specific medical conditions or research findings
811,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",actions and processes related to experimentation and change,the presence of special characters or formatting
812,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles", frequencies of occurrences or items in lists and counts,the presence of special characters or formatting
813,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",phrases related to safety features and usability in products,the presence of special characters or formatting
814,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",technical terms and components related to mechanical or electrical fittings and assemblies,the presence of special characters or formatting
815,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",escape characters and line breaks in code-related contexts,the presence of special characters or formatting
816,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",various sounds and noises described in the text,the presence of special characters or formatting
817,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles", phrases related to authority and compliance,the presence of special characters or formatting
818,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles", numeric data and identifiers,the presence of special characters or formatting
819,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles",elements and terms related to numbers or mathematical expressions,the presence of special characters or formatting
820,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles"," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective",the presence of special characters or formatting
821,-0.1136,"references to individuals named Paul, particularly in a context that highlights their actions or roles", sequences of underscores or blank spaces representing formatting or structure in code,the presence of special characters or formatting
822,-0.11334,data references and statistics related to biological experiments,historical references related to laws and legal cases,terms related to naming and classification
823,0.1132,terms related to mathematical concepts and operations within reproducing kernel Hilbert spaces, numerical patterns or symbols related to lists or sequences,references to coping mechanisms and resourcefulness in challenging situations
824,0.1131, references to private entities or individuals,terms related to financial transactions and deposits, occurrences of selectors and method calls within Objective-C or Swift code
825,-0.1128, programming constructs related to data types and structures, programming constructs related to data types and structures, numerical values and data points relevant to scientific contexts
826,-0.1128, programming constructs related to data types and structures,references to design elements that maximize space efficiency, numerical values and data points relevant to scientific contexts
827,0.1127, monetary values or financial data, specific numerical data or results,low-activation segments in the document that are largely empty or lack substantive content
828,0.1126,data references and statistics related to biological experiments,historical references related to laws and legal cases, instances of negation and expressions of disagreement
829,-0.11255,elements related to programming language syntax and constructs,references to educational or professional affiliations and roles,time frames and sequences of actions
830,-0.1124,terms related to length and measurements,terms related to financial transactions and deposits,specific numeric values or symbols related to data organization in programming contexts
831,-0.11237, high activation levels indicating critical program functions or states, numerical patterns or symbols related to lists or sequences,references to names and personal identifiers
832,0.112,historical references related to laws and legal cases,data references and statistics related to biological experiments,terms related to naming and classification
833,0.11194, programming-related keywords and structure in code snippets, numerical patterns or symbols related to lists or sequences,numerical representations or indicators related to data or formatting elements
834,0.1119, programming commands and their parameters in scripts, HTML or XML syntax elements,contextual phrases and relationships between subjects and actions
835,0.11163,statements or questions related to conditional logic or assertions concerning scenarios, structured data presentation and numerical information,mathematical expressions and technical terms in scientific contexts
836,0.1115,names of individuals and their titles or professions, topics related to social media engagement and interactions,terms related to historical events and their socio-economic implications
837,0.1115,names of individuals and their titles or professions, frequencies of occurrences or items in lists and counts,terms related to historical events and their socio-economic implications
838,0.1115,names of individuals and their titles or professions,"elements related to research, development, and inquiry in scientific and creative contexts",terms related to historical events and their socio-economic implications
839,0.1115,names of individuals and their titles or professions," references to gender, race, and social representation issues",terms related to historical events and their socio-economic implications
840,-0.1113,historical references related to laws and legal cases,data references and statistics related to biological experiments, instances of negation and expressions of disagreement
841,0.1113,numerical values and symbols related to measurement or data representation,elements related to data structures and their operations, significant phrases and descriptions that denote importance or relevance
842,-0.11127,terms related to healthcare and research documentation,frequently occurring articles in a text," the word ""In"" and its variations, indicating a focus on references to time or context"
843,0.11127,parameters and variable options in code context, coordinating conjunctions used to connect clauses or phrases,terms related to historical events and their socio-economic implications
844,0.11115," the word ""right"" in various contexts, often associated with affirmative or instructional statements", references to chemical compounds or substances,phrases related to implications and consequences in scientific contexts
845,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",technical terms and components related to mechanical or electrical fittings and assemblies,phrases related to implications and consequences in scientific contexts
846,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles", numeric data and identifiers,phrases related to implications and consequences in scientific contexts
847,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",phrases related to safety features and usability in products,phrases related to implications and consequences in scientific contexts
848,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",elements and terms related to numbers or mathematical expressions,phrases related to implications and consequences in scientific contexts
849,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles"," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective",phrases related to implications and consequences in scientific contexts
850,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles", frequencies of occurrences or items in lists and counts,phrases related to implications and consequences in scientific contexts
851,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",escape characters and line breaks in code-related contexts,phrases related to implications and consequences in scientific contexts
852,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",actions and processes related to experimentation and change,phrases related to implications and consequences in scientific contexts
853,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles", phrases related to authority and compliance,phrases related to implications and consequences in scientific contexts
854,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles", sequences of underscores or blank spaces representing formatting or structure in code,phrases related to implications and consequences in scientific contexts
855,0.11084,"references to individuals named Paul, particularly in a context that highlights their actions or roles",various sounds and noises described in the text,phrases related to implications and consequences in scientific contexts
856,0.1108,terms related to medical and scientific research advancements, phrases related to legal expenses and costs,time frames and sequences of actions
857,0.1102,references to academic institutions and legal contexts, sequences of underscores or blank spaces representing formatting or structure in code, references to time-related events or durations
858,0.1102,references to academic institutions and legal contexts, references to recent studies and findings in research, references to time-related events or durations
859,0.11,"contexts related to health, particularly issues surrounding mortality and medical conditions",references to scams and fraudulent activities,time frames and sequences of actions
860,0.11,"contexts related to health, particularly issues surrounding mortality and medical conditions", quantifiable statistics or measurements in data,time frames and sequences of actions
861,0.11,"contexts related to health, particularly issues surrounding mortality and medical conditions", phrases related to legal expenses and costs,time frames and sequences of actions
862,0.11,"contexts related to health, particularly issues surrounding mortality and medical conditions", structured data presentation and numerical information,time frames and sequences of actions
863,-0.1098,legal terminology and concepts related to court proceedings,legal terminology and concepts related to court proceedings,terms and concepts related to sunlight exposure and its effects on health and visibility
864,0.1097,numeric sequences or data points related to measurements and percentages,references to various medical conditions and their impacts, key moments and themes related to speeches and formal addresses
865,0.1097,numeric sequences or data points related to measurements and percentages,terms related to financial transactions and deposits, key moments and themes related to speeches and formal addresses
866,0.1097,numeric sequences or data points related to measurements and percentages,domain names and URLs related to websites, key moments and themes related to speeches and formal addresses
867,-0.1095,words related to physical interactions and conflicts,the initialization of a process or system,terms related to scientific research and medical conditions
868,-0.1095,words related to physical interactions and conflicts, frequencies of occurrences or items in lists and counts,terms related to scientific research and medical conditions
869,-0.1095,words related to physical interactions and conflicts,words related to physical interactions and conflicts,terms related to scientific research and medical conditions
870,-0.1095,words related to physical interactions and conflicts, coordinating conjunctions used to connect clauses or phrases,terms related to scientific research and medical conditions
871,-0.1095,words related to physical interactions and conflicts,phrases indicating logical reasoning or conclusions drawn from evidence,terms related to scientific research and medical conditions
872,-0.10925,numerical values and symbols related to measurement or data representation,elements related to data structures and their operations, prepositions and their relationships in sentences
873,0.1092,commands and functions related to program termination or exit processes,terms related to financial transactions and deposits,attributes related to durability and resistance of materials
874,-0.1091, numerical sequences and values related to statistics or data representation,specific biochemical terms and nomenclature related to genetics and molecular biology, references to categorization or organization by specific criteria
875,0.1091,names or titles associated with individuals in organizational contexts,references to stock market activities and public offerings related to companies,time frames and sequences of actions
876,0.1091,names or titles associated with individuals in organizational contexts,terms related to soil characteristics and health,time frames and sequences of actions
877,0.1091,names or titles associated with individuals in organizational contexts, structured data presentation and numerical information,time frames and sequences of actions
878,0.1091,names or titles associated with individuals in organizational contexts,specific programming constructs or syntactic elements related to function definitions and method calls,time frames and sequences of actions
879,0.1091,names or titles associated with individuals in organizational contexts, quantifiable statistics or measurements in data,time frames and sequences of actions
880,0.1091,names or titles associated with individuals in organizational contexts,"elements that signify structure and organization in academic or analytical writing, particularly regarding aims and objectives",time frames and sequences of actions
881,0.1091,names or titles associated with individuals in organizational contexts, phrases related to legal expenses and costs,time frames and sequences of actions
882,-0.109,mentions of legal and official actions or implications, numerical patterns or symbols related to lists or sequences,"situations related to legal terminology, particularly regarding court rulings and proceedings"
883,0.10876, punctuation and symbols used in literature and citation, coordinating conjunctions used to connect clauses or phrases, expressions related to negative sentiments and frustrations
884,-0.10864, references to policy and decision-making, references to specific medical conditions and diagnostic terms, kinship terms and family relationships
885,-0.10864, references to policy and decision-making, coordinating conjunctions used to connect clauses or phrases, kinship terms and family relationships
886,-0.10864, references to policy and decision-making,discussions about social relationships and community dynamics, kinship terms and family relationships
887,-0.10864, references to policy and decision-making,terms related to the population and cultural aspects of indigenous groups, kinship terms and family relationships
888,-0.10864, references to policy and decision-making, mathematical symbols or formatting related to equations, kinship terms and family relationships
889,-0.10864, references to policy and decision-making,sentences that discuss expressing gratitude or calling for action, kinship terms and family relationships
890,-0.10864, references to policy and decision-making,references to bathrooms and related fixtures, kinship terms and family relationships
891,-0.10864, references to policy and decision-making,phrases indicating recalls or defects in products, kinship terms and family relationships
892,-0.10864, references to policy and decision-making,specific chemical compounds and their variations, kinship terms and family relationships
893,-0.10864, references to policy and decision-making,references to cause-and-effect relationships, kinship terms and family relationships
894,0.1086, programming constructs related to data types and structures,references to design elements that maximize space efficiency,the presence of special characters or formatting
895,0.1086, programming constructs related to data types and structures, programming constructs related to data types and structures,the presence of special characters or formatting
896,0.10846,references to historical figures and events,complex structured elements in data,attributes related to durability and resistance of materials
897,0.1084,names of individuals and their titles or professions,"elements related to research, development, and inquiry in scientific and creative contexts",mathematical expressions and technical terms in scientific contexts
898,0.1084,names of individuals and their titles or professions, topics related to social media engagement and interactions,mathematical expressions and technical terms in scientific contexts
899,0.1084,names of individuals and their titles or professions, frequencies of occurrences or items in lists and counts,mathematical expressions and technical terms in scientific contexts
900,0.1084,names of individuals and their titles or professions," references to gender, race, and social representation issues",mathematical expressions and technical terms in scientific contexts
901,0.10815,elements related to data structures and their operations, numeric data and identifiers,terms related to scientific research and medical conditions
902,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",technical terms and components related to mechanical or electrical fittings and assemblies, occurrences of selectors and method calls within Objective-C or Swift code
903,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles", phrases related to authority and compliance, occurrences of selectors and method calls within Objective-C or Swift code
904,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",elements and terms related to numbers or mathematical expressions, occurrences of selectors and method calls within Objective-C or Swift code
905,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles", frequencies of occurrences or items in lists and counts, occurrences of selectors and method calls within Objective-C or Swift code
906,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles", sequences of underscores or blank spaces representing formatting or structure in code, occurrences of selectors and method calls within Objective-C or Swift code
907,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",escape characters and line breaks in code-related contexts, occurrences of selectors and method calls within Objective-C or Swift code
908,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles", numeric data and identifiers, occurrences of selectors and method calls within Objective-C or Swift code
909,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",various sounds and noises described in the text, occurrences of selectors and method calls within Objective-C or Swift code
910,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles"," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective", occurrences of selectors and method calls within Objective-C or Swift code
911,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",actions and processes related to experimentation and change, occurrences of selectors and method calls within Objective-C or Swift code
912,-0.1078,"references to individuals named Paul, particularly in a context that highlights their actions or roles",phrases related to safety features and usability in products, occurrences of selectors and method calls within Objective-C or Swift code
913,0.1075,references to companies and their products or services, numerical patterns or symbols related to lists or sequences, references to legal or regulatory concepts and terminologies
914,0.1075,references to companies and their products or services,elements related to interactions and relationships among individuals, references to legal or regulatory concepts and terminologies
915,0.10736,legal terminology and concepts related to court proceedings,legal terminology and concepts related to court proceedings, numerical values and data points relevant to scientific contexts
916,0.1061, structured data presentation and numerical information, numerical patterns or symbols related to lists or sequences," special characters, symbols, or formatting often used in written content"
917,0.1061, structured data presentation and numerical information, references to recent studies and findings in research," special characters, symbols, or formatting often used in written content"
918,0.1061, structured data presentation and numerical information,terms related to scientific variables and complex interactions," special characters, symbols, or formatting often used in written content"
919,0.1061, structured data presentation and numerical information, specific numerical data or results," special characters, symbols, or formatting often used in written content"
920,0.106, instances of commas and punctuation that lead into statements or clauses, topics related to social media engagement and interactions, numerical data and statistical terms related to demographics and measurements
921,0.106, instances of commas and punctuation that lead into statements or clauses, structured data presentation and numerical information, numerical data and statistical terms related to demographics and measurements
922,-0.106,parentheses and function calls within code,terms related to financial transactions and deposits,numerical representations or indicators related to data or formatting elements
923,0.106, instances of commas and punctuation that lead into statements or clauses," references to gender, race, and social representation issues", numerical data and statistical terms related to demographics and measurements
924,0.106, instances of commas and punctuation that lead into statements or clauses, coordinating conjunctions used to connect clauses or phrases, numerical data and statistical terms related to demographics and measurements
925,0.106, instances of commas and punctuation that lead into statements or clauses, frequencies of occurrences or items in lists and counts, numerical data and statistical terms related to demographics and measurements
926,-0.10596,references to academic institutions and legal contexts, sequences of underscores or blank spaces representing formatting or structure in code, phrases related to marriage and family relationships
927,-0.10596,references to academic institutions and legal contexts, references to recent studies and findings in research, phrases related to marriage and family relationships
928,-0.1058,references to companies and their products or services,elements related to interactions and relationships among individuals,"situations related to legal terminology, particularly regarding court rulings and proceedings"
929,-0.1058,references to companies and their products or services, numerical patterns or symbols related to lists or sequences,"situations related to legal terminology, particularly regarding court rulings and proceedings"
930,-0.1057,parameters and variable options in code context, coordinating conjunctions used to connect clauses or phrases,phrases indicating denial or negation
931,0.1057,terms related to economic factors and confidence levels in financial contexts,terms related to product quality and effectiveness,phrases indicating connections between significant political figures and historical events
932,0.1057,terms related to economic factors and confidence levels in financial contexts,references to design elements that maximize space efficiency,phrases indicating connections between significant political figures and historical events
933,0.10565,terms related to variation and its impact in different contexts, coordinating conjunctions used to connect clauses or phrases, expressions related to negative sentiments and frustrations
934,0.10565,terms related to variation and its impact in different contexts, frequencies of occurrences or items in lists and counts, expressions related to negative sentiments and frustrations
935,0.10565,terms related to variation and its impact in different contexts, structured data presentation and numerical information, expressions related to negative sentiments and frustrations
936,0.10565,terms related to variation and its impact in different contexts,questions or statements expressing confusion or concern, expressions related to negative sentiments and frustrations
937,0.10565,terms related to variation and its impact in different contexts,technical terms and concepts related to medical treatments and procedures, expressions related to negative sentiments and frustrations
938,0.1056,lines of code and programming-related syntax,terms related to financial transactions and deposits, key moments and themes related to speeches and formal addresses
939,-0.1056,terms related to economic factors and confidence levels in financial contexts,terms related to product quality and effectiveness, programming concepts related to system checks and configurations
940,-0.1056,terms related to economic factors and confidence levels in financial contexts,references to design elements that maximize space efficiency, programming concepts related to system checks and configurations
941,0.1056,lines of code and programming-related syntax,references to various medical conditions and their impacts, key moments and themes related to speeches and formal addresses
942,0.10535, structured data formats and attributes within documents,actions and processes related to experimentation and change,attributes related to durability and resistance of materials
943,0.10535, structured data formats and attributes within documents,specific programming or coding syntax and structures,attributes related to durability and resistance of materials
944,0.10535, structured data formats and attributes within documents,technical terms and components related to mechanical or electrical fittings and assemblies,attributes related to durability and resistance of materials
945,0.10535, structured data formats and attributes within documents, specific numerical data or results,attributes related to durability and resistance of materials
946,0.10535, structured data formats and attributes within documents,references to news programming and television stations,attributes related to durability and resistance of materials
947,0.10535, structured data formats and attributes within documents, numeric data and identifiers,attributes related to durability and resistance of materials
948,0.10535, structured data formats and attributes within documents,phrases conveying team morale and optimism,attributes related to durability and resistance of materials
949,0.10535, structured data formats and attributes within documents," occurrences of the word ""repeat.""",attributes related to durability and resistance of materials
950,0.10535, structured data formats and attributes within documents,various sounds and noises described in the text,attributes related to durability and resistance of materials
951,0.10535, structured data formats and attributes within documents, programming-related syntax and constant definitions,attributes related to durability and resistance of materials
952,0.10535, structured data formats and attributes within documents,complex structured elements in data,attributes related to durability and resistance of materials
953,0.10535, structured data formats and attributes within documents,specific punctuation marks and formatting symbols,attributes related to durability and resistance of materials
954,0.10535, structured data formats and attributes within documents, phrases related to authority and compliance,attributes related to durability and resistance of materials
955,0.10535, structured data formats and attributes within documents, sequences of numbers and code blocks indicating functions and parameters,attributes related to durability and resistance of materials
956,0.10535, structured data formats and attributes within documents,terms related to product quality and effectiveness,attributes related to durability and resistance of materials
957,0.10535, structured data formats and attributes within documents, sequences of underscores or blank spaces representing formatting or structure in code,attributes related to durability and resistance of materials
958,0.10535, structured data formats and attributes within documents,code-related terms and syntax elements,attributes related to durability and resistance of materials
959,0.10535, structured data formats and attributes within documents, parentheses and punctuation marks,attributes related to durability and resistance of materials
960,0.10535, structured data formats and attributes within documents,elements and terms related to numbers or mathematical expressions,attributes related to durability and resistance of materials
961,0.10535, structured data formats and attributes within documents,"details related to crime scenes, residences, and actions taking place within homes",attributes related to durability and resistance of materials
962,0.10535, structured data formats and attributes within documents,concepts related to self-reflection and self-acknowledgment,attributes related to durability and resistance of materials
963,0.10535, structured data formats and attributes within documents, proper nouns and formal identifiers in a legal or academic context,attributes related to durability and resistance of materials
964,0.10535, structured data formats and attributes within documents,quantitative data and measurements related to biological and chemical experiments,attributes related to durability and resistance of materials
965,0.10535, structured data formats and attributes within documents,the beginning of a document or section,attributes related to durability and resistance of materials
966,0.10535, structured data formats and attributes within documents," instances of the word ""instead"" and its variations, indicating a preference for alternatives or changes in perspective",attributes related to durability and resistance of materials
967,0.10535, structured data formats and attributes within documents,expressions of unfortunate circumstances or negative outcomes,attributes related to durability and resistance of materials
968,0.10535, structured data formats and attributes within documents,punctuation and connectors in legal or formal contexts,attributes related to durability and resistance of materials
969,0.10535, structured data formats and attributes within documents,terms related to digital representation and analysis of assets,attributes related to durability and resistance of materials
970,0.10535, structured data formats and attributes within documents,phrases related to safety features and usability in products,attributes related to durability and resistance of materials
971,0.10535, structured data formats and attributes within documents,escape characters and line breaks in code-related contexts,attributes related to durability and resistance of materials
972,0.10535, numeric data and measurements related to quantifiable results or statistics,terms related to financial transactions and deposits,terms related to scientific research and medical conditions
973,0.10535, structured data formats and attributes within documents,references to educational or professional affiliations and roles,attributes related to durability and resistance of materials
974,-0.1053,numerical values and their relationships in a data context, numerical patterns or symbols related to lists or sequences,attributes related to durability and resistance of materials
975,-0.1052,technical terms and metrics related to biology and computation,expressions of unfortunate circumstances or negative outcomes,content related to scientific publications and technical specifications
976,0.1048,phrases that emphasize the absence of something or someone, frequencies of occurrences or items in lists and counts,phrases related to implications and consequences in scientific contexts
977,0.1048,phrases that emphasize the absence of something or someone,"terms related to political and financial structures, particularly focusing on the concepts of the Deep State and corporate influence",phrases related to implications and consequences in scientific contexts
978,0.1048,phrases that emphasize the absence of something or someone, coordinating conjunctions used to connect clauses or phrases,phrases related to implications and consequences in scientific contexts
